ID,Facility ID,Facility Name,Label,Status,Assigned Parolee ID,Updated At
283,20,Large Seed Facility 12,Expansion Bed 18,available,,2026-04-09 03:14:37.692536+00:00
284,20,Large Seed Facility 12,Expansion Bed 19,available,,2026-04-09 03:14:37.738959+00:00
285,20,Large Seed Facility 12,Expansion Bed 20,available,,2026-04-09 03:14:37.758359+00:00
286,21,Large Seed Facility 13,Expansion Bed 1,available,,2026-04-09 03:14:37.775729+00:00
287,21,Large Seed Facility 13,Expansion Bed 2,available,,2026-04-09 03:14:37.792292+00:00
288,21,Large Seed Facility 13,Expansion Bed 3,available,,2026-04-09 03:14:37.812764+00:00
289,21,Large Seed Facility 13,Expansion Bed 4,available,,2026-04-09 03:14:37.830372+00:00
290,21,Large Seed Facility 13,Expansion Bed 5,available,,2026-04-09 03:14:37.849681+00:00
291,21,Large Seed Facility 13,Expansion Bed 6,available,,2026-04-09 03:14:37.870424+00:00
292,21,Large Seed Facility 13,Expansion Bed 7,available,,2026-04-09 03:14:37.901688+00:00
293,21,Large Seed Facility 13,Expansion Bed 8,available,,2026-04-09 03:14:37.919773+00:00
294,21,Large Seed Facility 13,Expansion Bed 9,available,,2026-04-09 03:14:37.939081+00:00
295,21,Large Seed Facility 13,Expansion Bed 10,available,,2026-04-09 03:14:37.957055+00:00
296,21,Large Seed Facility 13,Expansion Bed 11,available,,2026-04-09 03:14:38.009400+00:00
297,21,Large Seed Facility 13,Expansion Bed 12,available,,2026-04-09 03:14:38.138964+00:00
298,21,Large Seed Facility 13,Expansion Bed 13,available,,2026-04-09 03:14:38.278329+00:00
299,21,Large Seed Facility 13,Expansion Bed 14,available,,2026-04-09 03:14:38.372763+00:00
300,21,Large Seed Facility 13,Expansion Bed 15,available,,2026-04-09 03:14:38.401729+00:00
301,21,Large Seed Facility 13,Expansion Bed 16,available,,2026-04-09 03:14:38.418141+00:00
302,21,Large Seed Facility 13,Expansion Bed 17,available,,2026-04-09 03:14:38.434586+00:00
303,21,Large Seed Facility 13,Expansion Bed 18,available,,2026-04-09 03:14:38.451829+00:00
304,21,Large Seed Facility 13,Expansion Bed 19,available,,2026-04-09 03:14:38.467416+00:00
305,21,Large Seed Facility 13,Expansion Bed 20,available,,2026-04-09 03:14:38.483497+00:00
306,22,Large Seed Facility 14,Expansion Bed 1,available,,2026-04-09 03:14:38.499403+00:00
307,22,Large Seed Facility 14,Expansion Bed 2,available,,2026-04-09 03:14:38.515601+00:00
308,22,Large Seed Facility 14,Expansion Bed 3,available,,2026-04-09 03:14:38.526189+00:00
309,22,Large Seed Facility 14,Expansion Bed 4,available,,2026-04-09 03:14:38.552101+00:00
310,22,Large Seed Facility 14,Expansion Bed 5,available,,2026-04-09 03:14:38.568782+00:00
311,22,Large Seed Facility 14,Expansion Bed 6,available,,2026-04-09 03:14:38.579156+00:00
312,22,Large Seed Facility 14,Expansion Bed 7,available,,2026-04-09 03:14:38.592407+00:00
313,22,Large Seed Facility 14,Expansion Bed 8,available,,2026-04-09 03:14:38.608207+00:00
314,22,Large Seed Facility 14,Expansion Bed 9,available,,2026-04-09 03:14:38.617794+00:00
315,22,Large Seed Facility 14,Expansion Bed 10,available,,2026-04-09 03:14:38.633594+00:00
316,22,Large Seed Facility 14,Expansion Bed 11,available,,2026-04-09 03:14:38.640085+00:00
317,22,Large Seed Facility 14,Expansion Bed 12,available,,2026-04-09 03:14:38.646111+00:00
318,22,Large Seed Facility 14,Expansion Bed 13,available,,2026-04-09 03:14:38.652991+00:00
319,22,Large Seed Facility 14,Expansion Bed 14,available,,2026-04-09 03:14:38.658605+00:00
320,22,Large Seed Facility 14,Expansion Bed 15,available,,2026-04-09 03:14:38.677055+00:00
321,22,Large Seed Facility 14,Expansion Bed 16,available,,2026-04-09 03:14:38.684003+00:00
322,22,Large Seed Facility 14,Expansion Bed 17,available,,2026-04-09 03:14:38.689566+00:00
323,22,Large Seed Facility 14,Expansion Bed 18,available,,2026-04-09 03:14:38.695936+00:00
324,22,Large Seed Facility 14,Expansion Bed 19,available,,2026-04-09 03:14:38.702682+00:00
325,22,Large Seed Facility 14,Expansion Bed 20,available,,2026-04-09 03:14:38.720452+00:00
326,23,Large Seed Facility 15,Expansion Bed 1,available,,2026-04-09 03:14:38.725698+00:00
327,23,Large Seed Facility 15,Expansion Bed 2,available,,2026-04-09 03:14:38.733030+00:00
328,23,Large Seed Facility 15,Expansion Bed 3,available,,2026-04-09 03:14:38.739198+00:00
329,23,Large Seed Facility 15,Expansion Bed 4,available,,2026-04-09 03:14:38.744546+00:00
330,23,Large Seed Facility 15,Expansion Bed 5,available,,2026-04-09 03:14:38.762208+00:00
331,23,Large Seed Facility 15,Expansion Bed 6,available,,2026-04-09 03:14:38.770000+00:00
332,23,Large Seed Facility 15,Expansion Bed 7,available,,2026-04-09 03:14:38.776630+00:00
333,23,Large Seed Facility 15,Expansion Bed 8,available,,2026-04-09 03:14:38.782557+00:00
334,23,Large Seed Facility 15,Expansion Bed 9,available,,2026-04-09 03:14:38.800045+00:00
335,23,Large Seed Facility 15,Expansion Bed 10,available,,2026-04-09 03:14:38.805479+00:00
336,23,Large Seed Facility 15,Expansion Bed 11,available,,2026-04-09 03:14:38.871056+00:00
337,23,Large Seed Facility 15,Expansion Bed 12,available,,2026-04-09 03:14:38.912612+00:00
338,23,Large Seed Facility 15,Expansion Bed 13,available,,2026-04-09 03:14:38.933159+00:00
339,23,Large Seed Facility 15,Expansion Bed 14,available,,2026-04-09 03:14:38.937443+00:00
340,23,Large Seed Facility 15,Expansion Bed 15,available,,2026-04-09 03:14:38.943675+00:00
341,23,Large Seed Facility 15,Expansion Bed 16,available,,2026-04-09 03:14:38.949134+00:00
342,23,Large Seed Facility 15,Expansion Bed 17,available,,2026-04-09 03:14:38.955896+00:00
343,23,Large Seed Facility 15,Expansion Bed 18,available,,2026-04-09 03:14:38.961610+00:00
344,23,Large Seed Facility 15,Expansion Bed 19,available,,2026-04-09 03:14:38.967368+00:00
345,23,Large Seed Facility 15,Expansion Bed 20,available,,2026-04-09 03:14:38.975973+00:00
43,8,Twin Falls Recovery,Bed 3,occupied,IDOC-20036,2026-04-09 03:14:49.365386+00:00
58,9,Large Seed Facility 1,Expansion Bed 13,occupied,IDOC-20051,2026-04-09 03:14:49.483817+00:00
81,10,Large Seed Facility 2,Expansion Bed 16,occupied,IDOC-20074,2026-04-09 03:14:49.654872+00:00
